,MarketName,city,County,State,zip,Season1Date,Season1Time,Season2Date,Season2Time,Season3Date,Season3Time,Season4Date,Season4Time,Longitude,Latitude,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested,updateTime,Region
3553,Gardner Farmers Market,Gardner ,Johnson,Kansas,66030,05/25/2017 to 09/28/2017,Thu: 4:00 PM-7:00 PM;,,,,,,,-94.925756,38.812974,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,N,N,8/15/2017 5:39:23 PM,South
3554,Garnett Farmers Market,Garnett,Anderson,Kansas,66032,,,,,,,,,-95.24,38.2809,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3555,Geary Community Hospital Farmers Market,Junction City,Geary,Kansas,66441,,Thu: 4:00 PM-7:00 PM;,,,,,,,-96.850471,39.014265,Y,N,N,Y,N,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,4/23/2015 10:39:09 AM,South
3556,Goodland Farmers' Market ,Goodland,Sherman,Kansas,67735,07/13/2013 to 10/12/2013,Sat: 8:00 AM-11:00 AM;,,,,,,,-101.713412,39.345706,Y,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/17/2013 12:00:28 PM,South
3557,Great Bend Summer Street Stroll Farmers Market,Great Bend,Barton,Kansas,67530,05/11/2017 to 09/14/2017,Thu: 4:00 PM-7:00 PM;,,,,,,,-98.76396,38.364588,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,8/4/2017 12:17:54 PM,South
3558,Greeley County Farmers Market,Tribune,Greeley,Kansas,67879,07/04/2014 to 10/31/2014,Tue: 5:00 PM-6:30 PM;,,,,,,,-101.75240649999999,38.4708803,N,N,N,N,N,-,Y,N,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,8/12/2014 11:51:01 AM,South
3559,Greenwood County Farmers' Market,Eureka ,Greenwood,Kansas,67045,06/07/2014 to 08/30/2014,Sat: 7:30 AM-11:30 AM;,,,,,,,-96.280037,37.81825,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,4/14/2014 2:58:01 PM,South
3560,Gridley Farmers Market,Gridley,Coffey County,Kansas,66852,,,,,,,,,-95.8831,38.0974,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011,South
3561,Hamilton County Farmers Market,Syracuse,Hamilton,Kansas,67878,06/02/2016 to 09/01/2016,Thu: 5:00 PM-7:00 PM;Sat: 8:00 AM-10:00 AM;,,,,,,,-101.746863,37.98303,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,3/25/2016 5:25:51 PM,South
3562,Harper Farmers Market,Harper ,Harper,Kansas,67058,06/08/2013 to 09/28/2013,Sat: 7:30 AM-9:30 AM;,,,,,,,-98.024686,37.286706,N,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/12/2013 11:47:24 AM,South
3563,Harvey County Farmers Market,Harvey,Harvey,Kansas,67114,,,,,,,,,-97.3447,38.0438,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 21 2010  5:29PM,South
3564,Hays Area Farmers Market,Hays,Ellis,Kansas,67601,,,,,,,,,-99.3177,38.8783,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3565,Haysville Hometown Market,Haysville,Sedgwick,Kansas,67060,06/01/2014 to 09/27/2014,Sat: 8:00 AM-11:00 AM;,,,,,,,-97.35110999999999,37.564096,N,N,N,Y,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,4/22/2014 12:21:47 PM,South
3566,Hesston Farmers Market,Hesston,Harvey,Kansas,67062,,,,,,,,,-97.4299,38.1281,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3567,Hiawatha Thriftway farmers market,Hiawatha ,Brown,Kansas,66434,05/26/2015 to 10/20/2015,Tue: 5:00 PM-7:00 PM;,,,,,,,-95.52642900000001,39.860628999999996,Y,N,N,Y,Y,N,Y,N,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,5/2/2015 4:21:18 PM,South
3568,Hillsboro Farmers Market,Hillsboro,Marion,Kansas,67063,05/01/2014 to 09/25/2014,Thu: 5:00 PM-7:00 PM;,,,,,,,-97.207616,38.345796,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,Y,N,N,N,Y,N,N,N,N,N,N,5/15/2014 3:54:46 PM,South
3569,Hoxie Farmers' Market,Hoxie,Sheridan,Kansas,67740,04/25/2015 to 10/31/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-100.440135,39.358126,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,4/27/2015 1:58:50 PM,South
3570,Independence Farmers Market,Independence,Montgomery,Kansas,67301,,,,,,,,,-95.7425,37.2256,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3571,Jackson County Farmers Market I,Holton,Jackson,Kansas,55436,,,,,,,,,-95.7452,39.4649,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3572,Junction City Farmers Market I,Junction City,Geary,Kansas,66441,,,,,,,,,-96.8314,39.0303,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3573,Junction City Farmers Market II,Junction City,Geary,Kansas,66441,,,,,,,,,-96.8333,39.0282,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3574,Kansas Grown Farmers Market 21st & Ridge,Wichita,Sedgwick,Kansas,67205,04/02/2016 to 10/29/2016,Sat: 7:00 AM-12:00 PM;,11/12/2016 to 03/11/2017,Sat: 8:00 AM-12:00 PM;,,,,,-97.425572,37.722685,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,7/13/2016 2:59:54 PM,South
3575,Kansas Grown Farmers Market 21st & Rock,Wichita,Sedgwick,Kansas,67206,04/12/2016 to 09/27/2016,Tue: 3:00 PM-6:30 PM;,,,,,,,-97.242456,37.722703,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,N,3/21/2016 7:02:36 AM,South
3576,Kansas Grown Farmers Market Derby,Derby,Sedgwick,Kansas,67037,05/06/2017 to 09/30/2017,Sat: 7:00 AM-12:00 PM;,,,,,,,-97.2661532,37.548332200000004,Y,N,N,N,N,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,8/3/2017 6:35:47 AM,South
3577,KCK Farmers Market - THURSDAY at KCKCC,Kansas City,Wyandotte,Kansas,66112,06/08/2017 to 10/26/2017,Thu: 7:30 AM-12:00 PM;,,,,,,,-94.75048100000001,39.121281,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/30/2017 1:45:27 PM,South
3578,KCK Farmers Market - TUESDAY at Catholic Charities,Kansas City,Wyandotte,Kansas,66102,06/06/2017 to 10/24/2017,Tue: 7:30 AM-12:00 PM;,,,,,,,-94.654836,39.108115000000005,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/30/2017 1:51:34 PM,South
3579,KCK Farmers Market - WEDNESDAY on Strawberry Hill,Kansas City,Wyandotte,Kansas,66101,06/07/2017 to 10/25/2017,Wed: 7:30 AM-12:00 PM;,,,,,,,-94.624308,39.112251,Y,N,N,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,6/30/2017 1:56:53 PM,South
3580,Kinsley Farmers Market,Kinsley,Edwards,Kansas,67547,06/02/2018 to 10/27/2018,Sat: 7:00 AM-12:00 PM;,,,,,,,-99.419852,37.918535,Y,N,N,N,N,-,Y,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,5/2/2018 4:51:04 PM,South
3581,LaCrosse Farmers Market,LaCrosse,Rush,Kansas,67548,,,,,,,,,-99.3115,38.5336,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3582,Lawrence Farmers' Market - Saturday,Lawrence,Douglas,Kansas,66044,04/09/2016 to 08/27/2016,Sat: 7:00 AM-11:00 AM;,09/03/2016 to 11/19/2016,Sat: 8:00 AM-12:00 PM;,,,,,-95.234356,38.96857,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,8/2/2016 12:34:59 PM,South
3583,Lawrence Farmers' Market - Tuesday,Lawrence,Douglas,Kansas,66044,05/03/2016 to 10/25/2016,Tue: 4:00 PM-6:00 PM;,,,,,,,-95.23796800000001,38.97035,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,8/2/2016 12:41:25 PM,South
3584,Leavenworth Farmers Market,Leavenworth,Leavenworth,Kansas,66048,05/07/2016 to 10/29/2016,Wed: 3:00 PM-6:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,-94.917787,39.316573999999996,Y,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,N,6/28/2016 12:37:46 PM,South
3585,Lebo Farmers Market,Lebo,Coffey,Kansas,66856,,,,,,,,,-95.8638,38.4156,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3586,Lenexa Farmers Market,Lenexa ,Johnson,Kansas,66219,04/21/2018 to 10/27/2018,Sat: 8:00 AM-12:00 PM;,05/29/2018 to 08/28/2018,Tue: 8:00 AM-12:00 PM;,,,,,-94.78527700000001,38.969174,Y,N,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,2/20/2018 5:05:04 PM,South
3587,Liberal Community Farmers Market,Liberal,Seward,Kansas,67901,07/13/2013 to 09/21/2013,Sat: 7:00 AM-11:00 AM;,,,,,,,-100.92200000000001,37.0388,N,N,N,N,N,-,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,7/1/2013 4:39:28 PM,South
3588,Lincoln Heights Village Farmers Market,Wichita,Sedgwick,Kansas,67218,05/03/2017 to 10/01/2017,Wed: 7:00 AM-11:00 AM;,,,,,,,-97.28089399999999,37.686211,Y,N,N,N,N,-,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,2/7/2017 3:44:12 PM,South
3589,Lyon Farmers Market,Lyons,,Kansas,67554,,,,,,,,,-98.2103,38.3467,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3590,Main Street Farmers Market,Medicine Lodge,Barber,Kansas,67104,,Tue: 9:00 PM-11:00 PM;Sat: 9:00 AM-11:00 AM;,,,,,,,-98.57931490000001,37.281811,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,4/27/2015 11:02:54 AM,South
3591,Main Street Farmers Market,Chanute,Neosho,Kansas,66720,05/01/2018 to 09/25/2018,Tue: 4:30 PM-6:00 PM;,,,,,,,-95.4504829,37.6817937,Y,N,N,Y,Y,-,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N,7/30/2018 12:25:19 PM,South
3592,Marysville Farmers' Market,Marysville,Marshall,Kansas,66508,May to October,Sat:8:00 am - 11:00 am;,,,,,,,-96.6492,39.8416,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 5:45:19 PM,South
3593,McPherson City Farmers Market,McPherson,McPherson,Kansas,67460,05/30/2015 to 10/31/2015,Sat: 8:00 AM-12:00 PM;,,,,,,,-97.673908,38.373708,Y,N,N,Y,N,-,Y,N,N,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/15/2015 5:08:49 PM,South
3594,Merriam Farmers Market,Merriam,Johnson,Kansas,66203,May to October,Wed:7:00 am - 1:00 pm;Sat:7:00 am - 1:00 pm;,,,,,,,-94.6948,39.0244,N,N,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,4/13/2011 3:13:41 PM,South
3595,Mission Farm and Flower Market,Mission,Johnson,Kansas,66202,06/07/2018 to 09/27/2018,Thu: 4:30 PM-8:00 PM;,,,,,,,-94.6512054,39.0219446,Y,N,N,Y,Y,-,Y,N,Y,Y,N,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,2/22/2018 12:02:56 PM,South
3596,Monday Farmers Market at your library,Topeka,Shawnee,Kansas,66604,05/14/2018 to 10/08/2018,Mon: 7:00 AM-11:30 AM;,,,,,,,-95.69624,39.049968,Y,N,N,Y,N,N,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,7/27/2018 10:17:54 AM,South
3597,Moundridge City Farmers Market,Moundridge,McPherson,Kansas,67107,05/30/2015 to 10/31/2015,Tue: 5:00 PM-7:00 PM;Sat: 8:00 AM-11:00 AM;,,,,,,,-97.52481999999999,38.203765000000004,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,4/15/2015 5:16:27 PM,South
3598,Natoma Farmers Market,Natoma,Osborne,Kansas,67751,,,,,,,,,-99.0235,39.1902,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3599,Norton County Farmers Market,Norton,Norton,Kansas,67654,,,,,,,,,-99.8844,39.8249,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3600,Oak Grove Neighborhood Market,Kansas City,Wyandotte,Kansas,66101,07/01/2013 to 09/30/2013,Sun: 11:00 AM-1:00 PM;,,,,,,,-94.620731,39.132675,N,N,N,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,6/17/2013 12:21:19 PM,South
3601,Oberlin Farmers Market,Oberlin,Decatur,Kansas,67749,June to September,Wed:8:00 AM - 12:00 PM;,,,,,,,-100.528829,39.820469,N,N,N,N,N,-,Y,N,Y,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,4/25/2012 2:06:46 PM,South
3602,Olathe Farmers Market,Olathe,Johnson,Kansas,66061,,,,,,,,,-94.7454,38.8538,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3603,Old Town Farmers Market Wichita,Wichita ,Sedgwick,Kansas,67202,05/02/2015 to 10/17/2015,Sat: 7:00 AM-12:00 PM;,,,,,,,-97.32754229999999,37.687956899999996,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,4/22/2015 3:10:15 PM,South
3604,Ottawa Farmers Market,Ottawa,Franklin,Kansas,66067,,,,,,,,,-95.2678,38.6156,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3605,Overland Park Farmers' Market,Overland Park,Johnson,Kansas,66204,04/09/2016 to 12/03/2016,Sat: 7:00 AM-1:00 PM;,05/18/2016 to 09/28/2016,Wed: 7:30 AM-1:00 PM;,,,,,-94.6700396,38.98472879999999,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,5/10/2016 12:05:25 PM,South
3606,Paola Farmers Market,Paola,Miami,Kansas,66071,,Sat: 7:00 AM-11:00 AM;,,,,,,,-94.878488,38.572025,N,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/25/2013 7:57:37 AM,South
3607,Parsons Farmers Market,Parsons ,Labette,Kansas,67357,04/29/2014 to 10/25/2014,Tue: 4:00 PM-6:00 PM;Sat: 7:00 AM-10:00 AM;,,,,,,,-95.259514,37.339553,Y,N,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N,5/13/2014 9:15:10 AM,South
3608,Perry Lecompton Farmers Market,Perry,Jefferson,Kansas,66073,05/18/2018 to 10/12/2018,Fri: 4:00 PM-6:30 PM;,,,,,,,-95.391621,39.080865,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,Y,N,N,8/9/2018 3:33:47 PM,South
3609,Pittsburg Farmers Market,Pittsburg,Crawford,Kansas,66762,04/13/2013 to 11/02/2013,Sat: 7:30 AM-12:00 PM;,,,,,,,-94.70481690000001,37.4090664,Y,N,N,Y,Y,-,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N,6/18/2013 2:29:24 PM,South
3610,Reno County Farmers Market,Hutchinson,Reno,Kansas,67501,May to May,Wed:10:00 AM - 2:00 PM;Sat:7:30 AM - 12:30 PM;,,,,,,,-97.9339,38.0545,Y,N,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,5/25/2012 8:07:26 AM,South
3611,Russell Area Farmers Market,Russell,,Kansas,67665,,,,,,,,,-98.8586,38.8858,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3612,Sabetha Farmers Market,Sabetha,,Kansas,66534,,,,,,,,,-95.8024,39.896,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3613,Salina Farmers Market,Salina,Saline,Kansas,67401,,,,,,,,,-97.596,38.8336,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3614,Seneca Farmers Market,Seneca,,Kansas,66538,,,,,,,,,-96.0707,39.8383,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3615,Severy Station,Severy,Greenwood,Kansas,67137,03/17/2016 to 12/23/2016,Fri: 8:00 AM-3:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,-96.234365,37.620849,Y,N,N,N,N,-,Y,N,Y,N,N,N,N,Y,N,Y,N,Y,N,Y,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,4/11/2016 12:47:04 PM,South
3616,Shawnee Farmers Market,Shawnee,Johnson,Kansas,66203,05/04/2013 to 10/26/2013,Sat: 7:00 AM-4:30 PM;,,,,,,,-94.715204,39.023395,Y,N,N,Y,N,-,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,7/17/2013 12:01:41 PM,South
3617,Silver Lake Farmer's Market & Family Fun Fair,Silver Lake ,Shawnee,Kansas,66539,06/07/2016 to 09/06/2016,Tue: 6:00 PM-8:00 PM;,,,,,,,-95.85942800000001,39.10548,Y,N,N,N,N,-,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N,6/27/2016 3:22:10 PM,South
3618,Smith County Farmer' Market,Smith Center,Smith,Kansas,66967,07/01/2014 to 09/01/2014,Sat: 8:00 AM-12:00 PM;,,,,,,,-98.7854843,39.7851363,N,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,4/1/2014 9:16:56 AM,South
3619,South Hutch Farmers Market,South Hutchinson ,Reno,Kansas,67505,05/30/2017 to 09/26/2017,Tue: 4:00 PM-7:00 PM;,,,,,,,-97.941149,38.033046,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,5/2/2017 1:04:41 PM,South
3620,Spring Hill Farmers Market,Spring Hill,Johnson,Kansas,66083,05/17/2014 to 08/30/2014,Sun: 7:30 AM-12:00 PM;,,,,,,,-94.825344,38.7461,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,3/31/2014 5:10:49 PM,South
3621,St.John Farmers Market,St. John,Stafford,Kansas,67576,,,,,,,,,-98.7616,38.0024,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3622,The Original El Dorado Farmers Market,El Dorado,,Kansas,67042,,,,,,,,,-96.8477,37.8089,Y,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2013,South
3623,Thomas County Farmers Market,Colby,Thomas,Kansas,67701,06/01/2016 to 09/28/2016,Wed: 5:00 PM-7:00 PM;,,,,,,,-101.044393,39.400676000000004,Y,N,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,12/21/2015 11:11:27 AM,South
3624,Walnut Valley Farmers' Market,Winfield,Cowley,Kansas,67156,05/28/2016 to 09/24/2016,Sat: 7:30 AM-11:00 AM;,,,,,,,-96.9979989,37.2471559,Y,N,N,Y,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,N,N,Y,N,Y,N,N,N,Y,N,N,6/27/2016 10:17:22 PM,South
3625,Washington Farmer's Market,Washington,Washington,Kansas,66968,,,,,,,,,-97.0541,39.8238,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 13 2010  1:01AM,South
3626,Wellington Farmers Market,Wellington,,Kansas,67152,,,,,,,,,-97.398,37.2673,N,N,N,N,N,-,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009,South
3627,Wichita County Farmers' Market,Leoti,Wichita,Kansas,67861,05/06/2015 to 10/28/2015,Wed: 5:00 PM-6:30 PM;,,,,,,,-101.35834969999999,38.4802674,Y,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,2/27/2015 10:38:22 AM,South
3628,22nd Annual Highlands Business Partnership Farmers Market,Highlands,Monmouth,New Jersey,07732,06/25/2016 to 11/05/2016,Sat: 8:30 AM-2:00 PM;,,,,,,,-73.99435799999999,40.404837,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,Y,7/6/2016 2:37:36 PM,Northeast
3629,31 & Main Farmers Market at Campus Town,Ewing,Mercer,New Jersey,08618,06/11/2017 to 10/29/2017,Sun: 10:00 AM-2:00 PM;,,,,,,,-74.783289,40.268253,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N,7/12/2017 1:42:22 PM,Northeast
3630,AG Farmers' Market,Toms River,Ocean,New Jersey,08753,08/02/2018 to 08/02/2018,Thu: 9:00 AM-5:00 PM;,,,,,,,-74.20747800000001,39.992509000000005,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N,8/1/2018 9:40:50 AM,Northeast
